"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"2266","Normal/Others","WS/MP052/2023-2024/16002-Construction of culverts and bridges","Bihar","PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA)","Construction work of check dam on Aruna river near the dairy of Santosh Kumar Singh in village Baghi Bhelwa of Panchayat Baghi Bhelwa of block Ghorasahan. Estimated amount Rs. 1499900/-","Shri Satish Chandra Dubey (2022-28) (NaN-NaN)","Elected MP","N/A","05-Jul-2024","1491361"
"2267","Normal/Others","WS/MP096/2024-2025/117361-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","IDUKKI(DISTRICT COLLECTOR IDUKKI_IDA)","Marthoma M S Colony - Parekkandam Link road/Pathway, Ward No.11, Edavetty Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","06-Dec-2024","464853"
"2268","Normal/Others","WS/MP147/2024-2025/72926-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA)","For construction work of drain with interlocking tiles in Sikh Mohalla village Udaipur Niham.","Shri Pramod Tiwari (2022-28) (NaN-NaN)","Elected MP","Images","05-Jul-2024","1499750"
"2269","Normal/Others","WS/MP165/2024-2025/96028-Street lights","Tamil Nadu","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Construction of Mini mast light at Ward No.6, near Sellayi amman kovil","Shri P. Chidambaram (2022-28) (NaN-NaN)","Elected MP","Images","06-Jul-2024","477476"
"2270","Normal/Others","WS/MP165/2024-2025/96029-Street lights","Tamil Nadu","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Construction of Mini mast light at Ward No.1, near Palaiyur Muthumariyamman kovil","Shri P. Chidambaram (2022-28) (NaN-NaN)","Elected MP","Images","06-Jul-2024","480591"
"2271","Normal/Others","WS/MP096/2024-2025/132555-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Poozhipatta town - Karinilam /pathway, Ward No. 11, Moorkkanad Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","N/A","06-Jul-2024","396289"
"2272","Normal/Others","WS/MP166/2024-2025/113065-Construction of water tanks","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Construction of 10000 litre OHT at Periyamanali Govt. Hr. Sec. School, Elachipalayam","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","16-Jul-2024","745618"
"2273","Normal/Others","WS/MP052/2024-2025/93006-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Construction of PCC road from Gorakh Bin's house to Ramagya Bin's house in Village Chapainiya of Village Panchayat Suryapur of Block Sikta. Estimated Amount Rs. 500000","Shri Satish Chandra Dubey (2022-28) (NaN-NaN)","Elected MP","N/A","20-Sep-2024","498426"
"2274","Normal/Others","WS/MP106/2024-2025/125596-Construction of roads, link roads, pathways or any other road with or without drainage system","Madhya Pradesh","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Gram Indra, Gram Panchayat Bairagi, Janpad Panchayat Jabalpur main Dumarilal ke ghar se Samudayik Bhavan ki aor CC Road Nirman, Jabalpur","Shri Vivek K. Tankha (2022-28) (NaN-NaN)","Elected MP","N/A","10-Apr-2026","600000"
"2275","Normal/Others","WS/MP139/2024-2025/103179-Construction of roads, link roads, pathways or any other road with or without drainage system","Puducherry","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Improvements to Gangaiamman koil street at Thattanchavady in Thattanchavady constituency","Shri S. Selvaganabathy (2021-27) (NaN-NaN)","Elected MP","Images","09-Jul-2024","3735665"
"2276","Normal/Others","WS/MP106/2023-2024/85050-Construction of rooms and halls in school and colleges","Madhya Pradesh","Narsimhapur(DISTRICT COLLECTOR NARSINGHPUR_IDA)","Shaskiy High School Sahavan Block, Chichli district Narsinghpur Ke School Bhavan ka Repair Work (mention in letter no. 3470 at column no.1)","Shri Vivek K. Tankha (2022-28) (NaN-NaN)","Elected MP","Images","09-Aug-2024","100000"
"2277","Normal/Others","WS/MP850/2023-2024/100869-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","THANA SHYAMPUR MEIN MAHILA HELP DESK HETU ROOM EVAM TOILET KA NIRMAN.. IA( KARYADAI SANSTATHA )- NAGAR PANCHAYAT PADALI GUJJAR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","05-Feb-2025","985228"
"2278","Normal/Others","WS/MP850/2023-2024/100863-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","THANA KHANKHAL MEIN MAHILA HELP DESK HETU ROOM EVAM TOILET KA NIRMAN .. IA( KARYADAI SANSTATHA )- NAGAR PANCHAYAT PADALI GUJJAR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","05-Feb-2025","951274"
"2279","Normal/Others","WS/MP850/2023-2024/100865-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","KOTWALI JAWALAPUR MEIN MAHILA HELP DESK HETU ROOM EVAM TOILET KA NIRMAN.. IA( KARYADAI SANSTATHA )- NAGAR PANCHAYAT PADALI GUJJAR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","05-Feb-2025","973919"
"2280","Normal/Others","WS/MP202/2023-2024/11798-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","SULTANPUR(DISTRICT MAGISTRATE SULTANPUR_IDA)","Block Lambhua Village Thyauri Ghatampur Uttari me Late Bhagwat Parshad Dubey Ke Khet se Diwakar Tripathi ke Boundri tak 315 meter CC Road Nirman","Smt. Seema Dwivedi (2020-26) (NaN-NaN)","Elected MP","N/A","20-May-2025","2024871"
"2281","Normal/Others","WS/MP844/2023-2024/110631-Purchase of furniture and fixtures for educational purposes","Punjab","S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA)","MPLAD Grant of rupees 15 lakh 20 thousand only for purchase of Furniture and fixture for upgradation of ITI Manikpur Sharif, SAS Nagar.","Dr. Vikramjit Singh Sahney (2022-28) (NaN-NaN)","Elected MP","Images","19-Feb-2025","285506"
"2282","Normal/Others","WS/MP850/2023-2024/98224-Development of public parks","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","GRAM - SIKANDERPUR                              BHAINSWAL MEIN DR. BHEEMRAO AMEDKAR PARK MEIN INTERLOCKING TILES  NIRMAN .. IA(KARYADAI SANSTATHA)- NAGAR PANCHAYAT PADALI GUJJAR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","09-Aug-2024","401716"
"2283","Normal/Others","WS/MP084/2024-2025/38399-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","C.C Road development work, Machohalli Village, Machohalli Grama Panchayat, Bangalore North Taluk, Bangalore Urban.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","11-Jul-2024","499000"
"2284","Normal/Others","WS/MP084/2024-2025/38398-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","C.C Road development work, Machohali Village, Machohalli Grama Panchayat, Bangalore North Taluk, Bangalore Urban","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","11-Jul-2024","499000"
"2285","Normal/Others","WS/MP096/2024-2025/132372-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Chirakkal - Kootayi Alavipadi road/pathway, ward no.03, Ponmundam Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","12-Jul-2024","367434"
"2286","Normal/Others","WS/MP162/2023-2024/61773-Construction of stadiums","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Constructions Of New Indoor Ground With Galvano Aluminium Sheet Roofing In volleyball ground with multipurpose Wooden Flooring in Lady Doak Collage, Madurai","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","N/A","14-Nov-2024","10976847"
"2287","Normal/Others","WS/MP096/2024-2025/132534-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Paarangadi SC Colony road /pathway, ward No. 07, Othukkungal Panchayat (SC)","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","15-Jul-2024","127296"
"2288","Repair and Renovation","WS/MP833/2024-2025/74904-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","CHIKKAMAGALURU(DEPUTY COMMISSIONER CHIKMAGALUR)","Chikmagalur/ General/ Development  of road from Avathf Narigudde Mallandur  connecting road","Shri Jairam Ramesh (2022-28) (NaN-NaN)","Elected MP","Images","15-Jul-2024","3000000"
"2289","Normal/Others","WS/MP096/2024-2025/132533-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Chekkath - Kaipatta Naduvil road /pathway, Ward No. 01, Othukkungal Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","15-Jul-2024","356297"
"2290","Normal/Others","WS/MP140/2023-2024/45872-Purchase of mobile water tankers","Punjab","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Regarding for giving single walled fabrication of 5000ltr water tanker to Village Dadwindi. 2mm stainless sheet AISI 304 Material etc. (SC)","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","16-Jul-2024","336300"
"2291","Normal/Others","WS/MP146/2023-2024/11883-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","KARAULI(DISTRICT COLLECTOR KARAULI_IDA)","Construction of C.C. /Interlocking Road from Chhote Sua residence towards Bairwa village, Gram Panchayat Gorda, P.S./Block Todabhim, Karauli","Shri Mukul Wasnik (2022-28) (NaN-NaN)","Elected MP","N/A","09-Jun-2025","999890"
"2292","Normal/Others","WS/MP203/2023-2024/2995-Construction of rooms and halls in school and colleges","Uttar Pradesh","Bara Banki(DISTRICT MAGISTRATE BARABANKI_IDA)","???: ??????? ?????? ????? ???? ?????, ???????? ???, ????????, ????? ??????  ???????? : ????? ??? ???????","Smt. Darshana Singh (2022-28) (NaN-NaN)","Elected MP","Images","18-Jul-2024","988278"
"2293","Normal/Others","WS/MP165/2024-2025/96037-Providing drains and gutters for public drainage","Tamil Nadu","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Providing Public drainage at SS nagar in ward no 14","Shri P. Chidambaram (2022-28) (NaN-NaN)","Elected MP","Images","18-Jul-2024","1000000"
"2294","Normal/Others","WS/MP084/2024-2025/38465-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","C.C Road development work, Machohalli Village, Machohalli Grama Panchayat, Bangalore North Taluk, Bangalore Urban.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","18-Jul-2024","476119"
"2295","Normal/Others","WS/MP084/2024-2025/38467-Providing drains and gutters for public drainage","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","C.C Drainage development work, Machohalli Village, Machohalli Grama Panchayat, Bangalore North Taluk, Bangalore Urban.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","18-Jul-2024","499327"
"2296","Normal/Others","WS/MP840/2024-2025/109232-Street lights","Andhra Pradesh","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Providing LED High Mast Lighting at the location given below:  GP/Village/Mandal : Makloor Thanda/ Indalwai; District : Nizamabad;","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","19-Jul-2024","150000"
"2297","Normal/Others","WS/MP840/2024-2025/109234-Street lights","Andhra Pradesh","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Providing LED High Mast Lighting at the location given below:  GP/Village/Mandal : Sirnapally Station Thanda/ Indalwai; District : Nizamabad;","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","19-Jul-2024","150000"
"2298","Normal/Others","WS/MP840/2024-2025/109236-Street lights","Andhra Pradesh","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Providing LED High Mast Lighting at the location given below:  GP/Village/Mandal : Gannaram Attu Thanda/ Indalwai; District : Nizamabad;","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","19-Jul-2024","150000"
"2299","Normal/Others","WS/MP840/2024-2025/109260-Street lights","Andhra Pradesh","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Providing LED High Mast Lighting at the location given below:  GP/Village/Mandal : Pati Thanda/ Indalwai; District : Nizamabad;","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","19-Jul-2024","150000"
"2300","Normal/Others","WS/MP840/2024-2025/109263-Street lights","Andhra Pradesh","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Providing LED High Mast Lighting at the location given below:  GP/Village/Mandal : Megyanayak Thanda/ Indalwai; District : Nizamabad;","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","19-Jul-2024","150000"
"2301","Normal/Others","WS/MP840/2024-2025/109271-Street lights","Andhra Pradesh","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Providing LED High Mast Lighting at the location given below:  GP/Village/Mandal : Chandmiyabhag Thanda/ Jakranpally; District : Nizamabad;","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","19-Jul-2024","150000"
"2302","Normal/Others","WS/MP840/2024-2025/109272-Street lights","Andhra Pradesh","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Providing LED High Mast Lighting at the location given below:  GP/Village/Mandal : Munipally Nadmi Thanda/ Jakranpally; District : Nizamabad;","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","19-Jul-2024","150000"
"2303","Normal/Others","WS/MP840/2024-2025/109274-Street lights","Andhra Pradesh","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Providing LED High Mast Lighting at the location given below:  GP/Village/Mandal : DB Thanda/ Dharpally; District : Nizamabad;","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","19-Jul-2024","150000"
"2304","Normal/Others","WS/MP840/2024-2025/109275-Street lights","Andhra Pradesh","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Providing LED High Mast Lighting at the location given below:  GP/Village/Mandal : Salpa Thanda/ Dharpally; District : Nizamabad;","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","19-Jul-2024","150000"
"2305","Normal/Others","WS/MP840/2024-2025/109276-Street lights","Andhra Pradesh","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Providing LED High Mast Lighting at the location given below:  GP/Village/Mandal : Musheer Nagar Thanda/ Sirkonda; District : Nizamabad;","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","19-Jul-2024","150000"
"2306","Normal/Others","WS/MP840/2024-2025/109277-Street lights","Andhra Pradesh","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Providing LED High Mast Lighting at the location given below:  GP/Village/Mandal : Pakala/ Sirkonda; District : Nizamabad;","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","19-Jul-2024","150000"
"2307","Normal/Others","WS/MP840/2024-2025/109279-Street lights","Andhra Pradesh","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Providing LED High Mast Lighting at the location given below:  GP/Village/Mandal : Sarpally Thanda/ Sirkonda; District : Nizamabad;","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","19-Jul-2024","150000"
"2308","Normal/Others","WS/MP840/2024-2025/109140-Street lights","Andhra Pradesh","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Providing LED High Mast Lighting at the location given below:  GP/Village/Mandal : Shiva Thanda/ Navipet; District : Nizamabad;","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","19-Jul-2024","150000"
"2309","Normal/Others","WS/MP840/2024-2025/109135-Street lights","Andhra Pradesh","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Providing LED High Mast Lighting at the location given below:  GP/Village/Mandal : Maddepally Thanda 1/ Navipet; District : Nizamabad;","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","19-Jul-2024","150000"
"2310","Normal/Others","WS/MP840/2024-2025/109124-Street lights","Andhra Pradesh","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Providing LED High Mast Lighting at the location given below:  GP/Village/Mandal : Abbapur Thanda/ Navipet; District : Nizamabad;","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","19-Jul-2024","150000"
"2311","Normal/Others","WS/MP840/2024-2025/109138-Street lights","Andhra Pradesh","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Providing LED High Mast Lighting at the location given below:  GP/Village/Mandal : Dharyapur Thanda/ Navipet; District : Nizamabad;","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","19-Jul-2024","150000"
"2312","Normal/Others","WS/MP840/2024-2025/109095-Street lights","Andhra Pradesh","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Providing LED High Mast Lighting at the location given below:  GP/Village/Mandal : Mattaiah Faram Thanda/ Navipet; District : Nizamabad;","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","19-Jul-2024","150000"
"2313","Normal/Others","WS/MP145/2024-2025/30779-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA)","CEMENT INTERLOCKING BRICK KHARANJA WORK IN BRAHMAN BASTI, GRAM NAGLA PARSRAM, GP FULWARA, PS SEWAR","Shri Ghanshyam Tiwari (2022-28) (NaN-NaN)","Elected MP","Images","31-Jul-2024","498645"
"2314","Normal/Others","WS/MP001/2023-2024/103702-Installation of multi-gym equipment","Bihar","SAMASTIPUR(DISTRICT PLANNING OFFICER SAMASTIPUR_IDA)","Installation Work of  Gym Equipment In Government Basic School Dhobgawan of Dhobgawan Panchayat of Pusa Block of Samastipur District.(Estimated  Amount  Rs:-15,00,000/-  Fifteen Lakh Only)","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","19-Jul-2024","1499281"
"2315","Normal/Others","WS/MP165/2024-2025/132824-Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","Tamil Nadu","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Construction of New PHC building in Salaigramam PHC, Ilayangudi block for the year of 2022-23  Total Estimate cost Rs.1,25,00,000/-  balance amount now proposed","Shri P. Chidambaram (2022-28) (NaN-NaN)","Elected MP","N/A","30-Oct-2024","1148147"
